Mod:Item:MetaData, Localized Name
primal:corn_stalk, 玉米杆
primal:strangle_weed, 怪异杂草
primal:old_mans_beard, 老汉的胡须
primal:nether_bush, 石化灌木
primal:nether_vine, 下界菟丝子
primal:sinuous_weed, 邪曲草
primal:daucus_murn, 黯萝薯
primal:valus_omniferum, 紫罂粟
primal:devils_tongue, 诸魔之舌
primal:aconite, 乌头草
primal:tall_grass_growing, 高草
primal:dry_grass, 狱虫草
primal:void_grass, 虚空苔草
primal:cineris_grass, 狱火绒纤毛
primal:cineris_bloom, 狱火绒花
primal:salt_netjry_block, 平滑河床盐块
primal:ore_salt:0, 岩盐矿石
primal:ore_salt:1, 火盐矿石
primal:ore_salt:2, 虚空盐矿石
primal:ore_iron, 铁矿石
primal:ore_bog_iron:0, 泥沼铁
primal:ore_bog_iron:1, 赤陶土沼铁
primal:ore_bog_iron:2, 灰烬陶土沼铁
primal:ore_magnetite:0, 磁铁矿石
primal:ore_magnetite:1, 地狱磁铁矿石
primal:ore_magnetite:2, 方解石磁铁矿石
primal:ore_zinc:0, 碳酸锌矿石
primal:ore_zinc:1, 下界锌矿石
primal:ore_zinc:2, 末地锌矿石
primal:ore_opal:0, 地狱蛋白石矿石
primal:ladder_acacia, 金合欢木梯子
primal:ladder_bigoak, 深色橡木梯子
primal:ladder_birch, 白桦木梯子
primal:ladder_jungle, 丛林木梯子
primal:ladder_oak, 橡木梯子
primal:ladder_spruce, 云杉木梯子
primal:ladder_ironwood, 铁木梯子
primal:ladder_corypha, 贝叶棕木梯子
primal:ladder_lacquer, 清漆木梯子
primal:ladder_yew, 紫杉木梯子
primal:ladder_block_smoothstone, 石梯子方块
primal:ladder_block_andesite, 安山岩梯子方块
primal:ladder_block_granite, 花岗岩梯子方块
primal:ladder_block_diorite, 闪长岩梯子方块
primal:ladder_block_smoothandesite, 平滑安山岩梯子方块
primal:ladder_block_smoothgranite, 平滑花岗岩梯子方块
primal:ladder_block_smoothdiorite, 平滑闪长岩梯子方块
primal:ladder_block_cobblestone, 圆石梯子方块
primal:ladder_block_cobblestone_mossy, 苔石梯子方块
primal:ladder_block_stonebrick, 石砖梯子方块
primal:ladder_block_stonebrick_mossy, 苔石砖梯子方块
primal:ladder_block_stonebrick_cracked, 裂石砖梯子方块
primal:ladder_block_endstone, 末地石梯子方块
primal:ladder_block_endbrick, 末地石砖梯子方块
primal:ladder_block_netherrack, 地狱岩梯子方块
primal:ladder_block_netherbrick, 地狱砖梯子方块
primal:ladder_block_netherstone, 地狱石梯子方块
primal:slat_oak, 橡木板条
primal:slat_spruce, 云杉木板条
primal:slat_birch, 白桦木板条
primal:slat_jungle, 丛林木板条
primal:slat_acacia, 金合欢木板条
primal:slat_bigoak, 深色橡木板条
primal:slat_ironwood, 铁木板条
primal:slat_yew, 紫杉木板条
primal:slat_corypha, 贝叶棕木板条
primal:slat_lacquer, 清漆木板条
primal:slat_iron, 铁板条
primal:slab_mud, 干泥砖台阶
primal:slab_glass, 玻璃台阶
primal:slab_netherrack, 地狱岩台阶
primal:slab_netherstone, 地狱石台阶
primal:slab_soulglass, 灵魂玻璃台阶
primal:slab_netherearth, 地狱土台阶
primal:slab_ironwood, 铁木台阶
primal:slab_corypha, 贝叶棕木台阶
primal:slab_lacquer, 清漆木台阶
primal:slab_yew, 紫杉木台阶
primal:thin_slab_thatch, 茅草薄台阶
primal:thin_slab_acacia, 金合欢木薄台阶
primal:thin_slab_bigoak, 深色橡木薄台阶
primal:thin_slab_birch, 白桦木薄台阶
primal:thin_slab_oak, 橡木薄台阶
primal:thin_slab_jungle, 丛林木薄台阶
primal:thin_slab_spruce, 云杉木薄台阶
primal:thin_slab_ironwood, 铁木薄台阶
primal:thin_slab_corypha, 贝叶棕木薄台阶
primal:thin_slab_lacquer, 清漆木薄台阶
primal:thin_slab_yew, 紫杉木薄台阶
primal:thin_slab_glass, 玻璃薄台阶
primal:thin_slab_soulglass, 灵魂玻璃薄台阶
primal:grate_acacia, 金合欢木格栅
primal:grate_bigoak, 深色橡木格栅
primal:grate_birch, 白桦木格栅
primal:grate_jungle, 丛林木格栅
primal:grate_oak, 橡木格栅
primal:grate_spruce, 云杉木格栅
primal:grate_thatch, 茅草格栅
primal:grate_ironwood, 铁木格栅
primal:grate_corypha, 贝叶棕木格栅
primal:grate_lacquer, 清漆木格栅
primal:drain_carbonate_flag, 平滑石灰石排水道
primal:drain_ferro_flag, 扁铁方解石排水道
primal:drain_thatch, 茅草排水道
primal:drain_stonebrick, 石砖排水道
primal:drain_netherstone, 地狱石排水道
primal:drain_scoria, 火山石排水道
primal:drain_nether_earth, 地狱土排水道
primal:drain_mud, 干泥砖排水道
primal:drain_schist_green, 绿片石排水道
primal:drain_ciniscotta, 灰烬陶排水道
primal:stairs_dirt, 泥土楼梯
primal:stairs_path, 草径楼梯
primal:stairs_nether_earth, 下界土楼梯
primal:stairs_nether_path, 下界草径楼梯
primal:stairs_netherrack, 地狱岩楼梯
primal:stairs_nether_stone, 地狱岩台阶
primal:stairs_scoria, 火山石台阶
primal:stairs_sarsen, 漂砾石台阶
primal:stairs_mud, 泥楼梯
primal:stairs_carbonate_flag, 扁石灰石楼梯
primal:stairs_ferro_flag, 扁铁方解石楼梯
primal:stairs_night_stone, 幻影角闪石楼梯
primal:stairs_corypha, 贝叶棕木楼梯
primal:stairs_ironwood, 铁木楼梯
primal:stairs_lacquer, 清漆木楼梯
primal:golden_stick, 金棍
primal:glass_stick, 玻璃棍
primal:dirt_stick, 泥土棍
primal:cauldron_ladle_ironwood, 铁木锅勺
primal:cauldron_ladle_corypha, 贝叶棕木锅勺
primal:cauldron_ladle_lacquer, 清漆木锅勺
primal:cauldron_ladle_yew, 紫杉木锅勺
primal:cauldron_ladle_bone, 骨锅勺
primal:bucket_clay_soft, 未烧制粘土桶
primal:bucket_clay_milk, 牛奶粘土桶
primal:bucket_clay:0, 粘土桶
primal:bucket_clay:0, §f水§f粘土桶
primal:bucket_clay:0, §f熔岩§f粘土桶
primal:bucket_clay:0, §f荧石水§f粘土桶
primal:bucket_clay:0, §f岩浆水§f粘土桶
primal:bucket_clay:0, §f液氮§f粘土桶
primal:bucket_clay:0, §f冰水§f粘土桶
primal:bucket_clay:0, §f盐水§f粘土桶
primal:bucket_clay:0, §f放射性水§f粘土桶
primal:bucket_clay:0, §f清水§f粘土桶
primal:bucket_clay:0, §f被感染的水§f粘土桶
primal:bucket_clay:0, §f液态甲烷§f粘土桶
primal:bucket_clay:0, §f液氮冰§f粘土桶
primal:bucket_clay:0, §f液态烃§f粘土桶
primal:bucket_clay:0, §f液态巧克力§f粘土桶
primal:bucket_clay:0, §f液态焦糖§f粘土桶
primal:bucket_clay:0, §f盐水§f粘土桶
primal:bucket_clay:0, §f液态锂§f粘土桶
primal:bucket_clay:0, §f重水§f粘土桶
primal:bucket_clay:0, §f蒸汽§f粘土桶
primal:bucket_clay:0, §f杂酚油§f粘土桶
primal:bucket_clay:0, §f液态煤炭§f粘土桶
primal:bucket_clay:0, §f石油§f粘土桶
primal:bucket_clay:0, §f石脑油§f粘土桶
primal:bucket_clay:0, §f精炼油§f粘土桶
primal:bucket_clay:0, §f树汁§f粘土桶
primal:bucket_clay:0, §f糖浆§f粘土桶
primal:bucket_clay:0, §f树脂§f粘土桶
primal:bucket_clay:0, §f树油§f粘土桶
primal:bucket_clay:0, §f种子油§f粘土桶
primal:bucket_clay:0, §f生物质原油§f粘土桶
primal:bucket_clay:0, §f藿香碱§f粘土桶
primal:bucket_clay:0, §f蘑菇煲§f粘土桶
primal:bucket_clay:0, §e知识精华§f粘土桶
primal:bucket_clay:0, §e药水§f粘土桶
primal:bucket_clay:0, §e喷溅药水§f粘土桶
primal:bucket_clay:0, §e滞留药水§f粘土桶
primal:bucket_clay:0, §e不稳定红石§f粘土桶
primal:bucket_clay:0, §e充能液态荧石§f粘土桶
primal:bucket_clay:0, §e谐振末影珍珠§f粘土桶
primal:bucket_clay:0, §b烈焰之炽焱§f粘土桶
primal:bucket_clay:0, §b极寒之凛冰§f粘土桶
primal:bucket_clay:0, §b飞扬之清风§f粘土桶
primal:bucket_clay:0, §b板块之层岩§f粘土桶
primal:bucket_clay:0, §d元始魔力§f粘土桶
primal:bucket_terra_soft, 未烧制赤陶桶
primal:bucket_terra_milk, 牛奶赤陶桶
primal:bucket_terra:0, 赤陶桶
primal:bucket_terra:0, §f水§f赤陶桶
primal:bucket_terra:0, §f熔岩§f赤陶桶
primal:bucket_terra:0, §f荧石水§f赤陶桶
primal:bucket_terra:0, §f岩浆水§f赤陶桶
primal:bucket_terra:0, §f液氮§f赤陶桶
primal:bucket_terra:0, §f冰水§f赤陶桶
primal:bucket_terra:0, §f盐水§f赤陶桶
primal:bucket_terra:0, §f放射性水§f赤陶桶
primal:bucket_terra:0, §f清水§f赤陶桶
primal:bucket_terra:0, §f被感染的水§f赤陶桶
primal:bucket_terra:0, §f液态甲烷§f赤陶桶
primal:bucket_terra:0, §f液氮冰§f赤陶桶
primal:bucket_terra:0, §f液态烃§f赤陶桶
primal:bucket_terra:0, §f液态巧克力§f赤陶桶
primal:bucket_terra:0, §f液态焦糖§f赤陶桶
primal:bucket_terra:0, §f盐水§f赤陶桶
primal:bucket_terra:0, §f液态锂§f赤陶桶
primal:bucket_terra:0, §f重水§f赤陶桶
primal:bucket_terra:0, §f蒸汽§f赤陶桶
primal:bucket_terra:0, §f杂酚油§f赤陶桶
primal:bucket_terra:0, §f液态煤炭§f赤陶桶
primal:bucket_terra:0, §f石油§f赤陶桶
primal:bucket_terra:0, §f石脑油§f赤陶桶
primal:bucket_terra:0, §f精炼油§f赤陶桶
primal:bucket_terra:0, §f树汁§f赤陶桶
primal:bucket_terra:0, §f糖浆§f赤陶桶
primal:bucket_terra:0, §f树脂§f赤陶桶
primal:bucket_terra:0, §f树油§f赤陶桶
primal:bucket_terra:0, §f种子油§f赤陶桶
primal:bucket_terra:0, §f生物质原油§f赤陶桶
primal:bucket_terra:0, §f藿香碱§f赤陶桶
primal:bucket_terra:0, §f蘑菇煲§f赤陶桶
primal:bucket_terra:0, §e知识精华§f赤陶桶
primal:bucket_terra:0, §e药水§f赤陶桶
primal:bucket_terra:0, §e喷溅药水§f赤陶桶
primal:bucket_terra:0, §e滞留药水§f赤陶桶
primal:bucket_terra:0, §e不稳定红石§f赤陶桶
primal:bucket_terra:0, §e充能液态荧石§f赤陶桶
primal:bucket_terra:0, §e谐振末影珍珠§f赤陶桶
primal:bucket_terra:0, §b烈焰之炽焱§f赤陶桶
primal:bucket_terra:0, §b极寒之凛冰§f赤陶桶
primal:bucket_terra:0, §b飞扬之清风§f赤陶桶
primal:bucket_terra:0, §b板块之层岩§f赤陶桶
primal:bucket_terra:0, §d元始魔力§f赤陶桶
primal:bucket_cinis_soft, 未烧制灰烬桶
primal:bucket_cinis_milk, 牛奶灰烬桶
primal:bucket_cinis:0, 灰烬桶
primal:bucket_cinis:0, §f水§f灰烬桶
primal:bucket_cinis:0, §f熔岩§f灰烬桶
primal:bucket_cinis:0, §f荧石水§f灰烬桶
primal:bucket_cinis:0, §f岩浆水§f灰烬桶
primal:bucket_cinis:0, §f液氮§f灰烬桶
primal:bucket_cinis:0, §f冰水§f灰烬桶
primal:bucket_cinis:0, §f盐水§f灰烬桶
primal:bucket_cinis:0, §f放射性水§f灰烬桶
primal:bucket_cinis:0, §f清水§f灰烬桶
primal:bucket_cinis:0, §f被感染的水§f灰烬桶
primal:bucket_cinis:0, §f液态甲烷§f灰烬桶
primal:bucket_cinis:0, §f液氮冰§f灰烬桶
primal:bucket_cinis:0, §f液态烃§f灰烬桶
primal:bucket_cinis:0, §f液态巧克力§f灰烬桶
primal:bucket_cinis:0, §f液态焦糖§f灰烬桶
primal:bucket_cinis:0, §f盐水§f灰烬桶
primal:bucket_cinis:0, §f液态锂§f灰烬桶
primal:bucket_cinis:0, §f重水§f灰烬桶
primal:bucket_cinis:0, §f蒸汽§f灰烬桶
primal:bucket_cinis:0, §f杂酚油§f灰烬桶
primal:bucket_cinis:0, §f液态煤炭§f灰烬桶
primal:bucket_cinis:0, §f石油§f灰烬桶
primal:bucket_cinis:0, §f石脑油§f灰烬桶
primal:bucket_cinis:0, §f精炼油§f灰烬桶
primal:bucket_cinis:0, §f树汁§f灰烬桶
primal:bucket_cinis:0, §f糖浆§f灰烬桶
primal:bucket_cinis:0, §f树脂§f灰烬桶
primal:bucket_cinis:0, §f树油§f灰烬桶
primal:bucket_cinis:0, §f种子油§f灰烬桶
primal:bucket_cinis:0, §f生物质原油§f灰烬桶
primal:bucket_cinis:0, §f藿香碱§f灰烬桶
primal:bucket_cinis:0, §f蘑菇煲§f灰烬桶
primal:bucket_cinis:0, §e知识精华§f灰烬桶
primal:bucket_cinis:0, §e药水§f灰烬桶
primal:bucket_cinis:0, §e喷溅药水§f灰烬桶
primal:bucket_cinis:0, §e滞留药水§f灰烬桶
primal:bucket_cinis:0, §e不稳定红石§f灰烬桶
primal:bucket_cinis:0, §e充能液态荧石§f灰烬桶
primal:bucket_cinis:0, §e谐振末影珍珠§f灰烬桶
primal:bucket_cinis:0, §b烈焰之炽焱§f灰烬桶
primal:bucket_cinis:0, §b极寒之凛冰§f灰烬桶
primal:bucket_cinis:0, §b飞扬之清风§f灰烬桶
primal:bucket_cinis:0, §b板块之层岩§f灰烬桶
primal:bucket_cinis:0, §d元始魔力§f灰烬桶
primal:mud_clump, 泥块
primal:terra_clump, 块状赤陶土
primal:cinis_clump, 块状灰烬陶土
primal:adobe_clump, 土坯混合物
primal:muck, 泥球
primal:muck_molten, 烧泥球
primal:paraffin_clump, 块状钙化石蜡
primal:slag, 锅渣
primal:fermented_jungle, 发酵碎物
primal:ancient_ice_chunk, 远古冰块
primal:rock_stone, 石块
primal:rock_andesite, 安山岩石块
primal:rock_diorite, 闪长岩石块
primal:rock_granite, 花岗岩石块
primal:rock_netherrack, 地狱岩石块
primal:rock_end, 末地石石块
primal:arrow_quartz, 石英箭
primal:arrow_ironwood, 铁木箭
primal:arrow_torch_wood, 火把箭
primal:arrow_torch_nether, 地狱岩火把箭
primal:arrow_torch_redstone, 红石火把箭
primal:arrow_water, 水箭
primal:arrow_paraffin, 煤油箭
primal:arrow_bitumen, 沥青箭
primal:bottle_paraffin, 瓶装煤油
primal:bottle_bitumen, 瓶装热沥青
primal:fishing_rod_corypha, 贝叶棕钓鱼竿
primal:boat_ironwood, 铁木船
primal:boat_yew, 紫杉木船
primal:boat_lacquer, 清漆木船
primal:boat_corypha, 贝叶棕木船
primal:mud_brick_wet, 湿泥砖
primal:mud_brick_dry, 泥砖
primal:terra_brick_wet, 未烧制的赤陶砖
primal:terra_brick_dry, 赤陶砖
primal:cinis_brick_wet, 未烧制的灰烬陶砖
primal:cinis_brick_dry, 灰烬陶砖
primal:adobe_brick_wet, 湿土砖
primal:adobe_brick_dry, 干土砖
primal:animal_fur, 动物皮毛
primal:pelt_animal, 动物生皮
primal:pelt_animal_large, 大型动物生皮
primal:pelt_bear_black, 黑熊生皮
primal:pelt_bear_brown, 棕熊生皮
primal:pelt_bear_polar, 北极熊生皮
primal:pelt_deer, 鹿生皮
primal:pelt_cow, 牛生皮
primal:pelt_dog, 白狼生皮
primal:pelt_pig, 猪生皮
primal:pelt_shark, 鲨鱼生皮
primal:pelt_gator, 短吻鳄生皮
primal:pelt_mooshroom, 哞菇生皮
primal:pelt_sheep, 羊生皮
primal:pelt_ovis, 暗黑羊生皮
primal:pelt_horse, 马生皮
primal:pelt_donkey, 驴生皮
primal:pelt_mule, 骡生皮
primal:pelt_llama, 羊驼生皮
primal:hide_dried, 晾制皮革
primal:hide_raw, 生皮革
primal:hide_salted, 腌制皮革
primal:hide_spoiled, 变质皮革
primal:hide_tanned, 鞣制皮革
primal:pigman_hide_dried, 晾制猪人皮革
primal:pigman_hide_raw, 生猪人皮革
primal:pigman_hide_salted, 腌制猪人皮革
primal:pigman_hide_spoiled, 变质猪人皮革
primal:pigman_hide_tanned, 鞣制猪人皮革
primal:pigman_leather, 猪人皮革
primal:mortar, 砂浆
primal:leather_strip, 皮革条
primal:leather_cordage, 皮革搓绳
primal:leather_boiled, 熟皮革
primal:silk_cordage, 丝线搓绳
primal:silk_cordage_coiled, 丝线绳圈
primal:fletching, 箭羽
primal:tallow, 油脂
primal:nether_fiber, 狱火绒纤维
primal:nether_fiber_pulp, 狱火绒纤维纸浆
primal:nether_cordage, 狱火绒麻绳
primal:nether_cloth, 狱火绒粗布
primal:nether_papyrus, 莎草纸
primal:nether_tinder, 狱火绒火绒
primal:ironwood_stick, 铁树木棍
primal:yew_stick, 紫杉木棍
primal:corypha_stick, 贝叶棕木棍
primal:lacquer_stick, 清漆木棍
primal:corypha_pin, 贝叶棕钉
primal:wood_pin, 木钉
primal:bark_oak, 橡树皮
primal:bark_spruce, 云杉树皮
primal:bark_birch, 白桦树皮
primal:bark_jungle, 丛林树皮
primal:bark_acacia, 金合欢树皮
primal:bark_bigoak, 深色橡树皮
primal:bark_ironwood, 铁树皮
primal:bark_yew, 紫杉树皮
primal:bark_corypha, 贝叶棕树皮
primal:barrel_trap, 陷阱桶装填器
primal:barrel_oak_lid, 橡木桶盖
primal:barrel_spruce_lid, 云杉木桶盖
primal:barrel_birch_lid, 白桦木桶盖
primal:barrel_jungle_lid, 丛林木桶盖
primal:barrel_acacia_lid, 金合欢木桶盖
primal:barrel_dark_oak_lid, 深色橡木桶盖
primal:barrel_ironwood_lid, 铁木桶盖
primal:barrel_yew_lid, 紫杉木桶盖
primal:barrel_corypha_lid, 贝叶棕木桶盖
primal:barrel_lacquer_lid, 清漆木桶盖
primal:logs_split_oak, 橡木劈
primal:logs_split_spruce, 云杉木劈
primal:logs_split_birch, 白桦木劈
primal:logs_split_jungle, 丛林木劈
primal:logs_split_acacia, 金合欢木劈
primal:logs_split_bigoak, 深色橡木劈
primal:logs_split_ironwood, 铁木劈
primal:logs_split_yew, 紫杉木劈
primal:logs_split_corypha, 贝叶棕木劈
primal:shark_fin, 鲨鱼鳍
primal:shark_tooth, 鲨鱼利齿
primal:urushi_ground, 漆蜡粉
primal:tannin_ground, 鞣质粉
primal:inferum_ground, 研磨过的下界菟丝子
primal:bone_knapp, 骨头片
primal:bone_point, 骨头片尖粒
primal:flint_knapp, 燧石片
primal:flint_point, 燧石片尖粒
primal:quartz_knapp, 石英片
primal:quartz_point, 石英片尖粒
primal:obsidian_shard, 黑曜石碎片
primal:obsidian_knapp, 黑曜石片
primal:obsidian_point, 黑曜石片尖粒
primal:obsidian_lens, 黑曜石棱镜
primal:quartz_vitrified_lens, 玻化石英棱镜
primal:quartz_vitrified, 玻化石英
primal:opal, 血蛋白石
primal:opal_knapp, 血蛋白石片
primal:opal_point, 血蛋白石片尖粒
primal:diamond_knapp, 钻石片
primal:diamond_point, 钻石片尖粒
primal:emerald_knapp, 绿宝石片
primal:emerald_point, 绿宝石片尖粒
primal:wolf_head_item, 狼头
primal:pelt_wolf, 狼生皮
primal:ash_wolf, 狼灰
primal:ash_bone, 骨灰
primal:animal_fat, 动物脂肪
primal:animal_fat_nether, 下界动物脂肪
primal:salo, 萨烙
primal:chum, 肉末
primal:rot, 腐物
primal:fish_cod_rotten, 腐烂鳕鱼
primal:fish_salmon_rotten, 腐烂鲑鱼
primal:fish_clown_rotten, 腐烂小丑鱼
primal:fish_puffer_rotten, 腐烂河豚
primal:fish_cod_dried, 鳕鱼干
primal:fish_salmon_dried, 鲑鱼干
primal:fish_clown_dried, 小丑鱼干
primal:fish_puffer_dried, 河豚干
primal:fish_cod_salted, 腌制鳕鱼
primal:fish_salmon_salted, 腌制鲑鱼
primal:fish_clown_salted, 腌制小丑鱼
primal:fish_puffer_salted, 腌制河豚
primal:fish_cod_cured, 熏制鳕鱼
primal:fish_salmon_cured, 熏制鲑鱼
primal:fish_clown_cured, 熏制小丑鱼
primal:fish_puffer_cured, 熏制河豚
primal:fish_clown_cooked, 熟小丑鱼
primal:fish_puffer_cooked, 熟河豚
primal:fish_lava_worm_raw, 生岩浆虫
primal:fish_lava_worm_rotten, 腐烂岩浆虫
primal:fish_lava_worm_salted, 腌制岩浆虫
primal:fish_lava_worm_dried, 岩浆虫干
primal:fish_lava_worm_cured, 熏制岩浆虫
primal:fish_lava_crawdad_raw, 生熔岩小龙虾
primal:fish_lava_crawdad_rotten, 腐烂熔岩小龙虾
primal:fish_lava_crawdad_salted, 腌制熔岩小龙虾
primal:fish_lava_crawdad_dried, 熔岩小龙虾干
primal:fish_lava_crawdad_cured, 熏制熔岩小龙虾
primal:shark_meat_raw, 生鲨鱼肉
primal:gator_meat_raw, 生短吻鳄肉
primal:horse_meat_raw, 生马肉
primal:wolf_meat_raw, 生狼肉
primal:ovis_meat_raw, 生暗黑羊肉
primal:pigman_meat_raw, 生猪人肉
primal:bear_meat_raw, 生熊肉
primal:llama_meat_raw, 生羊驼肉
primal:bat_meat_raw, 生蝙蝠肉
primal:shark_meat_rotten, 腐烂鲨鱼肉
primal:gator_meat_rotten, 腐烂短吻鳄肉
primal:horse_meat_rotten, 腐烂马肉
primal:wolf_meat_rotten, 腐烂狼肉
primal:ovis_meat_rotten, 腐烂暗黑羊肉
primal:pigman_meat_rotten, 腐烂猪人肉
primal:bear_meat_rotten, 腐烂熊肉
primal:llama_meat_rotten, 腐烂羊驼肉
primal:bat_meat_rotten, 腐烂蝙蝠肉
primal:shark_meat_salted, 腌制鲨鱼肉
primal:gator_meat_salted, 腌制短吻鳄肉
primal:pigman_meat_salted, 腌制猪人肉
primal:bear_meat_salted, 腌制熊肉
primal:llama_meat_salted, 腌制羊驼肉
primal:wolf_meat_salted, 腌制狼肉
primal:ovis_meat_salted, 腌制暗黑羊肉
primal:bat_meat_salted, 腌制蝙蝠肉
primal:horse_meat_salted, 腌制马肉
primal:shark_meat_dried, 鲨鱼肉干
primal:horse_meat_dried, 马肉干
primal:wolf_meat_dried, 狼肉干
primal:ovis_meat_dried, 暗黑羊肉干
primal:pigman_meat_dried, 猪人肉干
primal:bear_meat_dried, 熊肉干
primal:bat_meat_dried, 蝙蝠肉干
primal:shark_meat_cured, 熏制鲨鱼肉
primal:gator_meat_cured, 熏制短吻鳄肉
primal:pigman_meat_cured, 熏制猪人肉
primal:llama_meat_charqui, 羊驼肉干
primal:wolf_meat_cured, 熏制狼肉
primal:ovis_meat_cured, 熏制暗黑羊肉
primal:bat_meat_cured, 熏制蝙蝠肉
primal:horse_meat_cured, 熏制马肉
primal:horse_meat_cooked, 熟马肉
primal:wolf_meat_cooked, 熟狼肉
primal:ovis_meat_cooked, 熟暗黑羊肉
primal:shark_meat_cooked, 熟鲨鱼肉
primal:gator_meat_cooked, 熟短吻鳄肉
primal:pigman_meat_cooked, 熟猪人肉
primal:bear_meat_cooked, 熟熊肉
primal:llama_meat_cooked, 熟羊驼肉
primal:bat_meat_cooked, 熟蝙蝠肉
primal:cheese_white, 白奶酪
primal:cheese_red, 红奶酪
primal:corn_cob_cooked, 熟玉米芯
primal:corn_bread, 玉米面包
primal:corn_ground, 玉米粉
primal:wheat_ground, 小麦粉
primal:rush_seeds_cooked, 烤灯心草种子
primal:daucus_murn_root_cooked, 熟黯萝薯根
primal:valus_bread, 紫罂粟面包
primal:egg_death, 皮蛋
primal:egg_boiled, 硬邦邦的水煮蛋
primal:potato_boiled, 水煮土豆
primal:mushroom_cooked, 熟蘑菇
primal:nether_wart_cooked, 熟地狱疣
primal:sinuous_resin, 邪曲草香脂
primal:potato_rotten, 发霉的土豆
primal:salt_dust_netjry, 河床盐
primal:salt_dust_rock, 岩盐
primal:salt_dust_fire, 火盐
primal:salt_dust_void, 虚空盐
primal:pumpkin_piece, 南瓜碎块
primal:corn_cob, 玉米芯
primal:valus_melon, 紫罂粟果
primal:daucus_murn_root, 黯萝薯根
primal:tannin_bottle, 瓶装鞣质
primal:urushi_bottle, 瓶装漆蜡
primal:ovis_milk_bottle, 瓶装暗黑羊奶
primal:plant_fiber, 杂草纤维
primal:plant_fiber_pulp, 杂草纤维纸浆
primal:plant_cordage, 杂草麻绳
primal:plant_cloth, 杂草粗布
primal:plant_tinder, 杂草火绒
primal:plant_papyrus, 莎草纸
primal:daucus_murn_fronds, 黯萝薯叶
primal:daucus_murn_fronds_withered, 枯萎黯萝薯叶
primal:valus_fiber, 紫罂粟纤维
primal:valus_sepals, 紫罂粟萼
primal:valus_stalk_fresh, 新鲜紫罂粟杆
primal:valus_stalk_withered, 枯萎紫罂粟杆
primal:void_fiber, 虚空苔草纤维
primal:void_cordage, 虚空苔草麻绳
primal:sinuous_cordage, 邪曲草卷须
primal:rush_stems, 灯心草茎
primal:thatching_wet, 湿屋顶草料
primal:thatching_dry, 干屋顶草料
primal:thatching_nether, 狱火绒屋顶草料
primal:corn_stalk_wet, 新鲜玉米杆
primal:corn_stalk_dry, 干玉米杆
primal:aconite_sprig, 乌头草枝
primal:aconite_petal, 乌头草花瓣
primal:yew_aril_seedless, 紫杉树无子种皮
primal:devils_tongue_sepals, 诸魔之舌花萼
primal:corn_seeds, 玉米种子
primal:rush_seeds, 灯心草种子
primal:dry_grass_root, 狱虫草
primal:dry_grass_seed, 狱虫草种子
primal:nether_root, 狱火绒纤毛
primal:nether_seed, 狱火绒孢子
primal:searing_ember, 狱火绒余烬
primal:daucus_murn_seeds, 黯萝薯种子
primal:valus_seed, 紫罂粟种子
primal:corypha_seed, 贝叶棕幼体
primal:void_grass_root, 虚空苔草
primal:void_seed, 虚空苔草孢子
primal:sinuous_spore, 邪曲草孢子
primal:mold_spore, 霉菌孢子
primal:devils_tongue_tendril, 诸魔之舌蔓须
primal:aconite_root, 乌头草根
primal:yew_seed, 紫杉树种子
primal:yew_aril, 紫杉树种皮
primal:tall_grass_seeds, 高草种子
primal:wax_residue, 粘液残渣
primal:soul_residue, 灵魂渣
primal:bitumin_clump, 沥青块
primal:ore_cluster_bog_iron, 沼泽铁矿簇
primal:ore_cluster_zinc, 锌矿簇
primal:ore_cluster_magnetite, 磁铁矿簇
primal:magnetite_dust, 磁铁矿粉
primal:charcoal_mote, 木炭粒
primal:charcoal_fair, 中等木炭
primal:charcoal_good, 良等木炭
primal:charcoal_high, 高等木炭
primal:charcoal_pure, 纯净碳块
primal:carbonate_slack, 熟化石灰石
primal:ferro_slack, 熟化亚铁石灰石
primal:iron_dust, 铁粉
primal:iron_plate, 铁板
primal:steel_ingot, 钢锭
primal:steel_plate, 钢板
primal:gold_dust, 金粉
primal:gold_plate, 金板
primal:copper_nugget, 铜粒
primal:copper_dust, 铜粉
primal:copper_ingot, 铜锭
primal:copper_plate, 铜板
primal:tin_nugget, 锡粒
primal:tin_dust, 锡粉
primal:tin_ingot, 锡锭
primal:tin_plate, 锡板
primal:bronze_nugget, 青铜粒
primal:bronze_dust, 青铜粉
primal:bronze_ingot, 青铜锭
primal:bronze_plate, 青铜板
primal:brass_nugget, 黄铜粒
primal:brass_dust, 黄铜粉
primal:brass_ingot, 黄铜锭
primal:brass_plate, 黄铜板
primal:silver_nugget, 银粒
primal:silver_dust, 银粉
primal:silver_ingot, 银锭
primal:silver_plate, 银板
primal:lead_nugget, 铅粒
primal:lead_dust, 铅粉
primal:lead_ingot, 铅锭
primal:lead_plate, 铅板
primal:aluminum_nugget, 铝粒
primal:aluminum_dust, 铝粉
primal:aluminum_ingot, 铝锭
primal:aluminum_plate, 铝板
primal:nickel_nugget, 镍粒
primal:nickel_dust, 镍粉
primal:nickel_ingot, 镍锭
primal:nickel_plate, 镍板
primal:platinum_nugget, 铂粒
primal:platinum_dust, 铂粉
primal:platinum_ingot, 铂锭
primal:platinum_plate, 铂板
primal:zinc_nugget, 锌粒
primal:zinc_dust, 锌粉
primal:zinc_ingot, 锌锭
